paragraph,paragraphNumber,filePath,fileName,matchingKey,PoliceReform,Operations_PatrolsInterventions,StateAdministration,RefugeeAssistance,ElectionAssistance,LegalReform,CivilSocietyAssistance
"1. The present report is submitted pursuant to Security Council resolution 1244 (1999), by which the Council decided to establish the United Nations Interim Administration Mission in [LOC] ([LOC]) and requested that I report at regular intervals on the implementation of its mandate. It covers the activities of [LOC], and developments related thereto, from 16 July to 15 October 2013.",1,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"2. The priorities of the Mission remain to promote security, stability and respect for human rights in [LOC] and in the region. In furtherance of its goals, [LOC] continues constructive and intensive engagements with [LOC] and [LOC], the communities in [LOC], and regional and international actors. The Organization for Security and Cooperation in Europe (OSCE) and the [LOC] Force (KFOR) continue to perform their roles within the framework of Security Council resolution 1244 (1999). The European Union Rule of Law Mission (EULEX) continues its presence in [LOC] in line with the Security Council presidential statement of 26 November 2008 (S/PRST/2008/44) and my report of 24 November 2008 (S/2008/692). The United Nations agencies, funds and programmes continue to work closely with the Mission.",2,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"3. The implementation of the “First agreement on principles governing the normalization of relations” reached between [LOC] and [LOC] on 19 April 2003 continued to move forward, despite occasional differences in interpretation. The registration and certification of political entities.",3,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"5. The preparation for the elections has faced a number of political and procedural challenges, which have been managed and resolved through continuous negotiations. These concerned, in particular, the design of registration and voting material, the registration of out-of-[LOC] voters, and [LOC] Serb representation in [LOC]’s Central Election Commission. The Serbian leadership has committed its strong support for participation by [LOC] Serbs in the upcoming elections and has been playing an active role to that effect.",5,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"6. By the end of the registration period on 4 September, a total of 103 political entities, including 19 in northern [LOC], applied and were certified by the Central Election Commission. The elections campaign period began on 3 October. The day before, the [LOC] authorities issued a decision to cease visits by Serbian officials to [LOC] during the campaign period, which led to protests by the Government of Serbia. The issue was subsequently resolved during the high-level meeting convened by the European Union High Representative for Foreign Affairs and Security Policy, Catherine Ashton, on 7 October in [LOC].",6,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"7. During the 8 September round of talks in [LOC], [LOC] and [LOC] reached agreements on telecommunications and energy. These agreements covered, inter alia, the future establishment of international dialling codes and the authorized registration of telecommunications and energy companies operating in [LOC]. It was also agreed that some longer-term issues relating to cooperation in the energy sphere would be handled at a later stage.",7,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"8. Progress, although at times difficult, has also been achieved in other key areas of the 19 April agreement, including the police and the judiciary. On 25 July, one [LOC] Albanian and five [LOC] Serb senior officers were appointed to command positions in the new [LOC] Police Regional Command Team North in northern [LOC]. New traffic and investigation units in northern [LOC] are already operational. Negotiations are ongoing to resolve procedural and practical issues relating to the transfer of Serbian police officers to the [LOC] police, as agreed in the framework of the 19 April agreement.",8,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"9. In the area of justice, detailed negotiations on the transfer of judicial personnel and on the future court structure in northern [LOC] have proceeded more slowly, but are continuing. On 1 September, the Serbian Ministry of Justice extended its earlier decision to suspend its activities in northern [LOC] pending agreements on the outstanding issues.",9,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"10. Opposition members of the Assembly of [LOC] launched a challenge in [LOC]’s Constitutional Court to the passage of draft laws prepared in relation to the 19 April agreement, namely the Law on Ratification of the First International Agreement on Principles Governing the Normalization of Relations, the Law on Amnesty and the Law on the [LOC] Budget for 2013, causing some delays in the implementation process. On 2 September, the Constitutional Court ruled these laws to be in accordance with the [LOC] Constitution, with the exception of a number of articles in the Law on Amnesty, which were subsequently removed from the draft. All three laws were signed into force by the President of [LOC]. Two additional draft laws foreseen in the 19 April agreement, namely, a draft law on local self- the Assembly of [LOC] and expected to be passed before the end of 2013.",10,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"11. In early September, a trade dispute broke out between [LOC] and its largest trading partner, the former Yugoslav [LOC], leading, inter alia, to a week-long blockade of all cross-border traffic. Following intensive bilateral negotiations and diplomatic outreach to both sides, the blockade was lifted and cross-border movement returned to normal on 14 September.",11,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"12. In northern [LOC], political tension and uncertainty continued to prevail in view of the continued scepticism of local [LOC] Serbs regarding the 19 April agreement and their participation in the upcoming municipal elections. Despite efforts by the Government of [LOC] to build local confidence in support of the elections, many northern [LOC] Serb political and community leaders continued to express doubt or simply reject the 19 April agreement and the elections. Public campaigns against participation in the [LOC] local elections were also conducted in the northern [LOC] municipalities.",12,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"13. On 10 September, the Government of Serbia dissolved all four existing municipal administrations in northern [LOC] and replaced them with five-member interim municipal councils tasked with administering the municipalities until the conclusion of the 3 November elections. This action was widely seen in the context of [LOC]’s efforts to build local political support for the elections and ensure implementation of the 19 April agreement. The removed municipal leaders protested, questioning the legal basis of the decision, but peacefully handed authority over to the appointed interim municipal councils.",13,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"14. Some northern [LOC] Serb political leaders also continued to express their opposition to the 19 April agreement by supporting the self-styled Provisional Assembly of the Autonomous Province of [LOC] and [LOC], consisting of local representatives of both the Serbian opposition and ruling political parties. During its meeting held on 16 August, the Provisional Assembly reaffirmed its stance against the 19 April agreement, called for a boycott of the upcoming elections, and appealed for support from the Parliament in [LOC]. On 25 September, several hundred people attended a peaceful anti-elections rally held in northern [LOC]. Another rally, attended by a smaller number of people, was held on 10 October, also in northern [LOC]. On 14 October, in northern [LOC], an explosion resulted in minor injuries to a member of the [LOC] Serb party SLS (the Independent Liberal Party, which is part of the ruling coalition in [LOC]) who had withdrawn a few days earlier from the election campaign. The explosion caused material damage to the victim’s apartment.",14,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"15. The atmosphere of uncertainty in northern [LOC] was further exacerbated by socioeconomic concerns about reports of future reductions in public sector jobs. In July, some of the employees of the Serbian Chamber of Commerce organized several protests and established temporary roadblocks, demanding timely payment of salaries. During August, several hundred labour union activists held protests against cuts in temporary financial compensation provided by [LOC] since 2003 and temporarily blocked traffic at [LOC]/[LOC], near the administrative boundary [LOC]’s Government Office for [LOC] and [LOC].",15,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"16. With the inclusion of southern [LOC], a total of 22 political entities, eight [LOC] Serb, eight [LOC] Albanian, two Bosniak, two Ashkali, one Turkish and one Montenegrin, have registered to contest the local elections in the five municipalities in northern [LOC]. A [LOC] Serb “Civic Initiative Srpska”, supported by the ruling coalition in [LOC], has fielded candidates in 25 municipalities across [LOC]. The ruling political parties in [LOC] have urged strong [LOC] Serb participation in the elections and are actively campaigning throughout [LOC].",16,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"17. The [LOC] Administration [LOC] continued its monitoring, mediation and facilitation roles, as part of the sustained effort by [LOC] to support institutional and political progress in the region. It focused in particular on facilitating contacts between public utility companies north and south of the [LOC]/[LOC] and meetings among civil society groups representing various ethnic groups in northern and southern [LOC].",17,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,False,False,False,False,True
"18. Additionally, my Special Representative has continued to invest substantial efforts in northern [LOC] by regularly engaging with all relevant stakeholders, both through meetings and public statements, in order to enhance constructive dialogue. The [LOC] Regional Office in [LOC] has worked intensively to help to establish positive relations among communities in all the northern municipalities and ensure that the progress in the political dialogue is reinforced by stability on the ground.",18,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,False,False,False,False,False
"19. The overall security situation in [LOC] remained generally calm, with occasional incidents reported in ethnically mixed areas. All sides appeared to demonstrate an increased commitment to prevent tensions on the ground to enable the high-level dialogue and implementation process to move forward.",19,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"20. On 19 September, EULEX suffered its first fatality caused by hostile action when its routine convoy en route to gate 1 in northern [LOC] came under automatic weapon fire near [LOC]/[LOC] village in the [LOC]/[LOC] municipality. A EULEX customs officer succumbed to wounds sustained during the attack. The attack was condemned by both [LOC] and [LOC], northern [LOC] Serb leaders and international actors. A criminal investigation has been launched by EULEX with support from the [LOC] police and the [LOC] Special Prosecution Office. The Government of Serbia has also pledged its full support.",20,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"21. On 29 July, following the arrest by EULEX of two [LOC] Serbs at [LOC] in the [LOC]/[LOC] municipality, a crowd of some 200 [LOC] Serbs blocked the main road and stoned two EULEX vehicles, causing minor injuries to two EULEX officers and damage to the vehicles. The roadblock was removed on 31 July following the release of one of the individuals arrested. On 20 September, in an ethnically mixed area of northern [LOC], a hand grenade exploded inside an uninhabited building, causing minor damage. A similar incident occurred in the predominantly [LOC] Serb municipality of [LOC]/[LOC] on 29 September, when causing minor material damage.",21,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"22. During the reporting period, a total of 76 incidents affecting the minority communities were reported as at 30 September, compared with 90 during the previous reporting period. Illegal woodcutting continued on a regular basis on both sides of the administrative boundary line. On 6 August, three Serbian citizens were arrested by [LOC] police in the [LOC]/[LOC] municipality, and a total of four [LOC] Albanians were arrested by the Serbian police, on 15 September near [LOC]/[LOC] and on 26 September in the [LOC]/[LOC] municipality.",22,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"23. [LOC] continued to monitor activities and exercise some responsibilities in the area of the rule of law, as well as cooperate at the technical level with the Ministry of Justice and the Ministry of Internal Affairs of [LOC] and the Ministry of Justice of Serbia.",23,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"24. During the reporting period, [LOC] received six requests for mutual legal assistance from [LOC] and other countries that have not recognized [LOC]. These requests were transmitted to the [LOC] Ministry of Justice through EULEX. The agreement on mutual legal assistance, reached between [LOC] and [LOC] on 19 March 2013 within the framework of the implementation of the protocol on integrated border/boundary management, continued to be implemented. [LOC] also facilitated the issuance of seven Red Notices of the International Criminal Police Organization (INTERPOL) and regular communication between [LOC] and INTERPOL and its member States.",24,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,True,False,False,False,False,False,False
"25. [LOC] continued to encourage and support efforts to resolve the fate of missing persons. On 30 August, the International Day of the Disappeared, [LOC] Albanian and [LOC] Serb representatives of the Association of Families of Missing and Kidnapped Persons held, for the first time, a joint press conference from [LOC] and [LOC]. They urged officials on both sides to step up their efforts and cooperation. Since the deployment of EULEX in 2008, 407 field operations to collect data that could lead to exhumations have been carried out and the remains of 355 individuals have been returned to families. Of these, 267 were missing persons, while the rest relate to criminal cases or requests for confirmation of identity by families. There are an estimated 1,720 persons who are still missing as a result of the 1998-1999 conflict.",25,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"26. [LOC] continued to provide document certification services to [LOC] residents and non-recognizing States, primarily for the certification of civil status and pension documents. As in the previous reporting period, the volume of requests for pension-related certification services continued to increase following the issuance of the judgement of the European Court of Human Rights in the case of Grudić v. [LOC] on 17 April 2012. The judgement requires [LOC] to ensure the disbursement of pension and disability insurance payments. [LOC] also continues to provide certification of certain types of educational documents that fall outside the scope of the agreement on university diplomas reached by the parties in November 2011. As at August 2013, the [LOC] Judicial Council reported some 142,000 backlogged cases. According to data released by the relevant [LOC] authorities, similar problems continued to be faced in the prosecutorial system, including in the Department for the Prosecution of Serious Crimes, the General Department and the Department for Minors.",26,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,True,False,False,False,False
"28. On 17 September, a panel of EULEX and [LOC] judges acquitted Fatmir Limaj, former Minister of Transport and Telecommunications, and nine other defendants, all former members of the [LOC] Liberation Army, who were accused of “war crimes against the civilian population and prisoners of war” at a makeshift detention camp in 1999 in the village of [LOC]/[LOC] in the [LOC]/[LOC] municipality. The prosecution stated that it was reviewing the decision and its right to appeal.",28,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"29. During the reporting period, the Assembly of [LOC] adopted several laws aimed at improving the rule of law standards. A notable development was the adoption of a new Law on International Legal Cooperation in Criminal Matters, which regulates the procedures for extradition of suspected persons and international legal cooperation.",29,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"30. According to the Office of the United Nations High Commissioner for Refugees (UNHCR), as at September 2013, 569 [LOC] Serb displaced families had expressed a willingness to return to [LOC] from [LOC], along with 112 [LOC] Roma, Ashkali and Egyptian families from [LOC] and 45 [LOC] Roma, Ashkali and Egyptian families from the former Yugoslav [LOC].",30,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"31. UNHCR also registered 90 individual voluntary minority returnees to [LOC] between July and September, including 25 [LOC] Serbs, 19 [LOC] Roma, Ashkali and Egyptians, 16 [LOC] Bosniaks, 2 [LOC] Gorani and 28 [LOC] Albanians. Between January and September, 313 individuals returned, compared with 693 reported during the same period in 2012.",31,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"32. UNHCR continued to monitor the repatriation process in order to identify and report gaps in the protection of the human rights of returnees, with a particular focus on minority communities, and provided assistance to 560 individuals during July, August and September in obtaining personal documentation and solving civil status issues.",32,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"33. The International Organization for Migration (IOM) continued to provide support to receiving communities, individual returnees and members of non-majority communities across [LOC] through the provision of business assets. IOM has supported, through the European Union-Community Stabilization Programme II, the implementation of 145 small business and community projects for displaced persons from minority communities through house construction, socioeconomic assistance packages, income generation, infrastructure projects and training.",33,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"34. [LOC] continued to liaise with the Ministry of the Interior, local authorities, community leaders and utility companies in order to facilitate the resolution of daily issues affecting communities, such as ensuring water and electricity supply. Office of the Language Commissioner in [LOC] launched Albanian and Serbian language courses for municipal officials in 10 municipalities with a significant Albanian and Serbian population. The aim is to improve the language skills of local officials and to ensure compliance with the Law on the Use of Languages, under which both Albanian and Serbian are designated as [LOC]’s official languages. The extension of such courses to the remaining municipalities is under consideration.",34,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,True,False,False,False,False
"36. [LOC] continued to facilitate activities of the United Nations Educational, Scientific and Cultural Organization (UNESCO) in [LOC]. The restoration of the exterior of the [LOC] in the [LOC], funded by the [LOC], and of a Catholic cathedral in [LOC], funded by [LOC], were completed during the reporting period. The restoration of four Ottoman-era fountains in the historic zone of [LOC], with financial support from [LOC], is still ongoing and the restoration of the [LOC] in [LOC], with financial support from [LOC], began in July. UNESCO, in coordination with [LOC], will participate in a three-year project to restore the ruins of the medieval fortress in [LOC]/[LOC], which will be financed by the European Union. In addition, the Ministry of Culture, Youth and Sports continued the excavation works at the archaeological site in the village of [LOC]/[LOC], where ancient Roman ruins were discovered earlier in 2013.",36,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"37. On 19 August, KFOR transferred the responsibility for primary security at the Patriarchate of [LOC] to the specialized [LOC] police unit for the protection of cultural and religious sites. The [LOC] is now the only remaining Serbian Orthodox religious site under primary KFOR protection.",37,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"38. The formation of the seven-member Cultural Heritage Council in [LOC], stipulated by the Law on the Historic Centre of [LOC], was completed on 24 September. The establishment of the Council in [LOC]/[LOC] continued to face delays owing to obstruction on the part of the local authorities of the implementation of the relevant decisions. Despite continued efforts by the [LOC] authorities and the international community, the [LOC]/[LOC] municipality has yet to begin implementing the Law on the Village of [LOC]/[LOC]. On 17 September, as part of efforts to improve interfaith dialogue, representatives of the Islamic, Serbian Orthodox, Catholic, Protestant Evangelical, and Jewish communities took part in a conference, organized by the Ministry of Foreign Affairs of [LOC] and OSCE, to examine the role of religious leaders in fostering greater understanding among communities in [LOC].",38,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"39. [LOC] continued to work closely with the Council of Europe in the area of human rights. The Mission contributed comments to the Third Opinion of the Advisory Committee on the Framework Convention for the Protection of National Minorities during the reporting period. The Opinion noted [LOC]’s satisfactory legislative framework, while identifying shortfalls in resources, capacity and coordination as factors impeding a more effective implementation of the Framework Convention. comprehensive policy documents aimed at promoting fuller social integration of [LOC]’s Roma, Ashkali and Egyptian communities, and recommended enhancing coordination among public agencies, particularly in ensuring the language rights. A progress report on the implementation of the [LOC] Strategy and Action Plan for the Integration of Roma, Ashkali and Egyptian Communities (2009-2015), issued by the Office of the Prime Minister, also recommended increasing funding allocations from the central budget for this purpose. The United Nations Children’s Fund (UNICEF) continued to support activities in connection with the implementation of the Strategy and Action Plan.",39,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,False,False,False,False,False
"41. During the period under review, a new draft law on gender equality was included in the [LOC] legislative agenda. This followed an international expert review of the draft, which highlighted the need to improve and harmonize the existing legislation with the draft law on the ombudsperson and the draft law on anti-discrimination, which are also on the agenda of the Assembly of [LOC] for 2013.",41,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"42. The [LOC] authorities have also finalized an action plan on the implementation of Security Council resolution 1325 (2000), drafted by the Agency for Gender Equality with support from the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) and the stand-alone office in [LOC] of the Office of the United Nations High Commissioner for Human Rights (OHCHR). The action plan recommends, inter alia, a commitment by the [LOC] authorities to cover 51 per cent of the cost of the implementation of the plan.",42,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"43. On 5 September, UNICEF and the European Union Office in [LOC] launched the third phase of their joint project on supporting juvenile justice reforms in [LOC], to be conducted from 2013 to 2016. The next phase aims to ensure that children involved in criminal, administrative and civil proceedings are provided with appropriate protection in line with the Convention on the Rights of the Child and relevant international standards.",43,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"44. During the reporting period, the Special Rapporteur on the human rights of internally displaced persons visited [LOC]. [LOC] cooperated with UNHCR and OHCHR in arranging the visit, which provided an opportunity to discuss progress made in the implementation of the recommendations resulting from the Special Rapporteur’s previous visits to [LOC] in 2005 and 2009 and to examine challenges and opportunities for durable solutions for internally displaced persons.",44,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,False,False,False,True,False,False,False
"45. I commend both [LOC] and [LOC] for their continued active engagement in the framework of the European Union-facilitated dialogue. I welcome the tangible progress achieved in the implementation of the “First agreement on principles governing the normalization of relations” of 19 April 2003, reached between [LOC] and [LOC], the subsequent implementation plan of 22 May, and other important areas of the dialogue, such as energy and telecommunications. In spite of many expected challenges, such progress has continued apace.",45,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"46. The numerous challenges that emerged in the process have been responded to by political leaders in both [LOC] and [LOC] with vision and perseverance, resulting in further compromises and the forging of consensus, thereby sustaining implementation of the agreements faithfully, without reopening their provisions. The active engagement of the European Union, including the personal role of High Representative Catherine Ashton also continues to be essential. A brutal ambush on EULEX on 19 September, resulting in the tragic death of a EULEX customs officer, was the most serious incident in the reporting period and a disconcerting setback. All parties should closely cooperate with EULEX and [LOC] police in the ongoing investigation to ensure that the perpetrators are identified and brought to justice and make every effort to prevent the recurrence of such an incident.",46,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"47. The parties have made considerable progress in preparing for the local elections to be held on 3 November, including in northern [LOC]. OSCE has been playing an important facilitating role in this context. Differences and disagreements should continue to be resolved constructively to ensure peaceful and successful elections, with the full participation of all eligible voters. I join my Special Representative in calling upon all communities in [LOC] to exercise their democratic right during the elections and help to ensure that their legitimate interests are fully and effectively represented.",47,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"48. The success of the elections, especially in northern [LOC], will be important for future consolidation of peace and stability, the prospects of continued political engagement in the European Union-facilitated dialogue and the implementation of the historic 19 April agreement. In the remaining weeks before the elections, [LOC] and [LOC] should step up their positive outreach to the local communities in northern [LOC], both to encourage their participation in the elections and address their questions and concerns. There has been commendable progress in the agreed transition in the local rule of law structures, especially police, in northern [LOC], with the new regional police command and staff performing ably since their appointment. The [LOC] police, alongside KFOR and EULEX, will play a key role in ensuring a safe and peaceful environment throughout [LOC] during the elections period, where all will be able to exercise their democratic right freely, without intimidation or pressure.",48,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"49. Such outreach and engagement will be equally important in the post-election phase, which is likely to bring new challenges and during which future elected representatives will need to continue to engage in support of the implementation of the [LOC]-[LOC] agreements and to effectively represent the interests of their constituencies.",49,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"50. Progress on the ground towards peace and stability and in the political dialogue will also remain crucial in the light of the aspirations of [LOC] and [LOC] towards European integration. Both have taken impressive steps to move closer to this objective, and further progress towards the normalization of relations, guided by the European Union criteria, will continue to be essential.",50,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"51. I wish to thank my Special Representative, Farid Zarif, for his dynamic and effective leadership of [LOC] during this time of political change and all the staff of [LOC] for their dedication in carrying out the tasks of the Mission. I extend my gratitude also to our long-standing partners on the ground, including the European Union, EULEX, KFOR and OSCE, and all the members of the United Nations family in [LOC], for their contributions to peace and stability and their close cooperation with [LOC]. Report of the European Union High Representative for Foreign Affairs and Security Policy to the Secretary-General on the activities of the European Union Rule of Law Mission in [LOC] 15 October 2013 Reporting period: 16 July to 15 October 2013",51,data/pdfs\UNMIK_S_2013_631.pdf,UNMIK_S_2013_631.pdf,UNMIK_S_2013_631,,,,,,,
"1. The present report is submitted pursuant to Security Council resolution 1244 (1999), by which the Council decided to establish the United Nations Interim Administration Mission in [LOC] ([LOC]) and requested that I report at regular intervals on the implementation of its mandate. It covers the activities of [LOC], and developments related thereto, from 16 October 2012 to 15 January 2013.",1,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"2. The priorities of the Mission, to promote security, stability and respect for human rights in [LOC] and in the region, remain unchanged. In furtherance of its goals, [LOC] continues its constructive engagements with [LOC] and [LOC], the communities in [LOC], and regional and international actors. The Organization for Security and Cooperation in Europe (OSCE) and the [LOC] Force (KFOR) continue to perform their roles within the framework of Security Council resolution 1244 (1999). The European Union Rule of Law Mission (EULEX) continues its presence in [LOC] in line with the statement by the President of the Security Council of 26 November 2008 (S/PRST/2008/44) and my report of 24 November 2008 (S/2008/692). The United Nations agencies, funds and programmes continue to work closely with the Mission. facilitated dialogue",2,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"3. On 19 October, a new phase was launched in the European Union-mediated dialogue between [LOC] and [LOC], with the convening of the first high-level joint feasibility study for a new highway linking [LOC] and [LOC] ([LOC]).",3,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"5. During the 4 December meeting, agreements were reached on the dates, locations and other practical arrangements for the implementation of the agreement on the integrated management of crossing points. The parties also agreed to appoint liaison officers, who would be based in the respective European Union delegation offices in [LOC] and [LOC]. They also opened a discussion on the transparency of the financial support received by the [LOC] Serb communities from [LOC] and agreed to intensify cooperation on missing persons and to continue the work on energy and telecommunications.",5,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"6. Following extensive technical preparations, the high-level engagement between [LOC] and [LOC] resulted in the start of the implementation of the agreement at four of the six crossing points, including at gates 1 ([LOC]) and 31 ([LOC]), in northern [LOC], by the mutually agreed deadline of 31 December 2012.",6,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"7. On 13 January 2013, the National Assembly of Serbia adopted a resolution on basic principles for political talks with interim institutions of self-government in [LOC]-[LOC]. The adoption was preceded by several months of discussions within [LOC] on the Government “platform” outlining [LOC]’s positions on [LOC]. The resolution, among other things, expresses support for the European Union-led dialogue, with a view to achieving comprehensive and mutually acceptable solutions. In [LOC], the [LOC] authorities conducted broad-based internal consultations that resulted in a public statement, issued on 14 January, outlining [LOC]’s positions on the key issues of the European Union-facilitated dialogue.",7,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"8. My Special Representative commended both sides for their demonstrated leadership and political courage in the dialogue process. Under his leadership, [LOC] continued to work closely with the communities on the ground and to collaborate with all other mandated international presences to enhance the prospects of success in the political dialogue.",8,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
"9. The developments in the high-level dialogue were accompanied by a number of incidents and some tensions on the ground. These were related to the temporary re-establishment of road blocks by [LOC] Serbs in the north of [LOC] in protest against some of the terms of the integrated management of crossing points agreement; the construction of housing for [LOC] Albanian returnees in northern [LOC]; and problems with regard to the modalities for the travel of Serbian officials to [LOC], which, among other things, led to the cancellation of the planned visit of [LOC]’s President, Tomislav Nikolić, to attend an Orthodox Christmas service at the [LOC] monastery.",9,data/pdfs\UNMIK_S_2013_72.pdf,UNMIK_S_2013_72.pdf,UNMIK_S_2013_72,,,,,,,
